size,room,year,floor,top_floor,price
55,2,2012,15,21,17000000
77,2,1987,5,7,31730000
70,3,1985,6,9,20100000
130,3,2008,3,18,75000000
85,3,1965,4,4,36000000
95,3,2012,7,18,27000000
51,2,1989,2,5,21300000
61,3,1980,4,5,16350000
53,2,1961,3,4,17500000
51,2,1975,2,6,19500000
54,2,1983,5,5,14800000
42,2,1970,2,4,14000000
99,2,2008,6,18,58500000
75,2,1980,2,5,34000000
56,2,1977,4,7,18000000
59,3,1978,2,5,17350000
53,2,1983,5,5,14500000
109,4,1996,2,10,42600000
34,1,1986,4,4,11000000
65,3,1975,4,5,20300000
50,2,1985,5,5,18500000
84,3,1977,2,5,43000000
79,3,1985,9,9,24000000
54,2,1981,1,5,14500000
52,2,1982,4,5,16500000
50,2,1985,4,5,19000000
52,2,1980,7,9,15800000
30,1,1985,1,5,10800000
103,4,1985,3,5,53000000
72,2,2012,10,18,22000000
37,1,1996,9,10,12500000
62,3,1968,4,4,17350000
35,1,1988,6,6,11900000
33,1,1978,1,5,10900000
33,1,1978,4,4,11900000
33,1,1978,4,4,11900000
52,2,1990,5,5,19700000
42,1,2015,6,10,12000000
53,2,1980,5,5,17800000
31,1,1979,4,4,10500000
55,2,1973,2,5,18800000
50,2,1984,5,5,18000000
31,1,1974,2,5,10500000
62,2,1987,2,5,20700000
53,2,1985,5,5,15000000
31,1,1978,1,5,9500000
87,2,2012,3,18,32500000
55,3,1979,5,5,14900000
216,4,2015,4,7,319500000
52,3,1965,3,3,19300000
38,1,1986,4,5,14500000
100,3,2012,7,18,33000000
33,1,1975,2,5,10800000
75,2,2015,4,7,36000000
57,3,1972,2,5,17350000
60,3,1973,1,5,17850000
139,3,2007,3,18,65800000
54,2,1973,5,9,15500000
72,2,2010,4,9,28000000
62,3,1974,5,5,17500000
60,2,1987,6,9,17700000
85,4,1974,4,5,20000000
32,1,1979,4,4,10500000
60,3,1985,2,5,17500000
66,3,1985,9,9,25600000
60,2,1978,5,5,28000000
61,3,1972,3,4,19300000
37,1,1996,9,10,12500000
35,1,1960,4,4,9500000
40,1,1986,9,9,11500000
31,1,1974,2,5,10500000
68,3,1981,4,9,26000000
20,1,1978,4,5,5500000
37,1,1996,9,10,12500000
61,3,1978,5,5,17850000
48,2,1971,2,5,17000000
31,1,1976,1,5,10500000
53,2,1983,2,5,16000000
31,1,1978,1,5,9500000
53,2,1990,2,5,16355000
31,1,1963,2,4,10500000
51,2,1983,3,5,16700000
39,1,1955,4,4,14000000
86,2,2013,8,15,27500000
56,3,1981,1,5,13800000
83,4,1997,1,5,45000000
33,1,1978,3,5,12800000
54,2,1968,3,4,18500000
30,1,1969,3,4,10800000
63,3,1978,4,5,19500000
65,3,1967,3,5,36000000
83,3,1992,6,9,25000000
31,1,1987,1,5,11000000
100,3,2010,9,13,39000000
65,3,1977,1,5,19000000
31,1,1979,4,4,10500000
107,3,2008,7,12,56999999
116,3,2012,4,18,43500000
30,1,1980,4,5,12500000
65,3,1978,2,5,23000000
65,2,1987,2,5,20500000
60,3,1984,2,5,17500000
63,3,1962,3,4,18800000
33,1,1978,4,5,12400000
40,1,1988,3,5,14900000
46,2,1977,5,5,11500000
59,3,1970,4,4,17350000
38,2,1962,1,2,10500000
73,2,2012,2,18,28500000
93,4,1994,4,5,32000000
90,2,2007,19,20,22800000
44,2,1984,5,5,17000000
59,3,1975,5,5,16000000
32,1,1972,4,5,12000000
70,3,1980,2,5,27800000
33,1,1971,5,5,10800000
30,1,1980,1,5,9800000
52,2,2012,13,15,15400000
25,1,1977,2,4,7500000
73,3,1980,9,9,21200000
44,1,2001,4,9,13000000
31,1,1976,1,5,10500000
43,2,1973,4,5,14500000
33,1,1973,1,4,9000000
33,1,1969,4,4,9500000
52,2,1979,5,5,18300000
60,3,1975,5,5,17500000
33,1,1977,5,5,11200000
60,2,2015,3,9,25000000
40,1,1984,4,5,14000000
70,3,1984,3,5,23000000
64,3,1962,4,5,26500000
31,1,1976,1,5,10500000
43,2,1976,5,5,11500000
63,3,1985,1,5,20000000
43,2,1976,5,5,11500000
44,1,1994,5,5,14500000
110,3,1976,5,7,41000000
70,3,2000,4,6,27000000
39,1,1955,4,4,13000000
45,2,1974,1,5,14600000
60,2,1990,2,8,21000000
45,2,1975,4,5,15600000
43,2,1976,5,5,11500000
100,3,1978,7,8,39600000
44,2,1976,5,5,11499999
73,2,2008,3,20,23000000
31,1,1976,1,5,10500000
81,4,1977,2,5,29000000
75,3,1986,2,9,26200000
65,2,1972,5,5,23100000
64,2,1970,5,5,27000000
55,2,1986,3,5,20000000
140,3,2009,7,12,46500000
52,2,1988,4,5,25000000
110,3,2009,7,12,53000000
70,3,1980,9,9,20900000
43,2,1976,5,5,11500000
30,1,1968,3,4,10300000
300,4,2015,7,8,128000000
93,4,1995,4,5,34000000
45,2,1981,5,5,14000000
72,4,1973,4,5,21500000
34,1,1981,1,9,12300000
33,1,1983,5,5,13400000
43,2,1976,5,5,11500000
137,3,2009,6,22,123200000
54,2,1985,2,9,20300000
43,2,1978,5,5,11500000
84,3,1975,5,5,35000000
62,3,1974,5,5,17800000
122,3,2009,11,19,47000000
43,2,1976,5,5,11500000
85,4,1971,4,5,20069000
82,4,1977,2,5,29000000
31,1,1976,1,5,10500000
58,3,1970,2,4,18300000
52,2,1983,3,5,18000000
63,3,1972,1,5,17800000
66,3,1977,4,5,25500000
32,1,1985,2,9,13000000
52,2,1987,5,5,18200000
38,1,1981,5,5,12900000
58,3,1972,1,5,16794300
40,1,1987,2,5,14000000
33,1,1978,4,4,11700000
152,4,2013,2,9,41000000
65,2,2013,16,22,26000000
100,4,1986,8,9,29000000
61,2,2012,10,18,19500000
140,3,2007,16,20,57941999
44,2,1969,4,4,16000000
160,5,1981,3,5,75000000
64,2,1973,1,5,30000000
14,1,1989,2,5,6500000
102,4,2012,7,10,50000000
64,3,1989,3,5,21500000
52,2,1982,3,5,17000000
36,1,1984,4,5,14000000
89,4,1990,6,9,33000000
75,3,1987,5,9,26300000
34,1,1983,5,5,13400000
60,3,1979,1,5,23000000
35,1,1966,3,4,11800000
43,1,1976,4,5,16000000
80,3,1990,5,9,33500000
220,4,2015,7,8,105600000
33,1,1973,1,4,9000000
34,1,1987,4,5,12000000
42,1,1993,9,9,11200000
136,3,2008,8,20,38300000
31,1,1968,1,4,12000000
45,2,1978,4,5,14000000
46,2,1968,4,4,24000000
33,2,1977,2,4,10000000
54,2,1994,3,5,18500000
79,4,1975,3,5,32000000
33,1,1964,1,4,10300000
67,2,2011,19,21,21000000
56,3,1975,5,5,15000000
36,1,1987,4,9,12000000
32,1,1985,2,9,13000000
33,1,1973,1,4,9000000
55,3,1971,2,4,18350000
75,2,2012,17,18,23000000
40,1,1987,2,5,14000000
33,1,1973,3,4,11000000
43,2,1974,5,5,12300000
55,2,1990,1,5,17500000
50,1,2012,14,18,19500000
65,3,1978,1,5,20000000
43,2,1976,5,5,11500000
40,1,1986,9,9,11500000
56,3,1973,2,5,17000000
33,1,1980,5,5,11000000
33,1,1981,5,5,11300000
50,1,2012,1,18,18000000
63,1,2007,8,20,18000000
51,1,2012,2,18,14800000
47,1,2012,3,18,17000000
79,3,2011,16,20,33000000
75,3,1966,3,4,24000000
86,3,2007,3,18,33000000
31,1,1965,3,4,11500000
60,3,1978,2,5,18500000
87,3,2011,14,20,37900000
43,2,1976,5,5,11500000
31,1,1976,1,5,10500000
52,2,1986,6,8,17300000
38,1,1981,5,5,12900000
43,2,1973,5,5,11800000
53,2,1983,2,5,16000000
56,2,1980,8,9,18000000
31,1,1976,1,5,10500000
38,1,1978,5,5,13800000
43,2,1976,5,5,11500000
36,1,1984,4,5,14000000
33,1,1980,4,5,11800000
30,1,1978,3,5,10000000
78,2,2008,3,18,34000000
91,2,2011,9,18,33000000
92,3,2013,8,12,35500000
43,2,1979,5,5,11500000
57,2,1970,2,5,18800000
33,1,1969,4,4,9500000
34,1,1983,5,5,13400000
113,3,1970,6,7,40000000
57,2,1989,6,9,18000000
33,1,1978,4,4,10400000
145,3,2012,17,21,31500000
30,1,1985,1,5,10800000
33,1,1971,5,5,10800000
33,1,1973,3,4,11000000
33,1,1980,5,5,11000000
95,4,2011,7,9,34500000
53,2,1981,4,5,14350000
76,4,1984,11,12,22500000
48,2,1987,3,5,17800000
31,1,1978,1,5,10800000
51,2,1981,5,5,16800000
65,2,2011,9,9,23500000
53,2,1982,1,5,14350000
51,2,1983,5,5,14850000
31,1,1968,1,4,12000000
35,1,1966,3,4,11800000
56,3,1973,1,5,21500000
31,1,1965,3,4,11500000
83,3,1980,2,5,43500000
93,3,2011,3,12,35000000
66,2,2011,4,9,23800000
35,1,1988,2,5,13700000
110,3,2012,9,9,41000000
113,3,2009,9,10,45000000
80,3,2011,7,22,29500000
63,2,2012,6,22,23500000
66,2,2012,14,21,21000000
70,3,1986,2,9,24800000
76,4,1984,11,12,22500000
40,1,1984,4,5,14300000
33,1,1971,5,5,10500000
50,2,1981,2,5,20500000
147,3,2015,4,12,50312000
117,4,2018,12,15,48000000
64,3,1980,4,5,17500000
45,2,1981,5,5,14000000
19,1,1956,2,3,5000000
52,2,1987,5,9,18500000
76,3,1984,10,18,33300000
31,1,1978,1,5,10500000
30,1,1984,4,4,10600000
42,2,1977,2,5,13500000
43,2,1973,4,5,15350000
71,2,2012,5,18,23000000
34,1,1987,4,5,12300000
72,3,1985,7,9,23000000
50,2,1987,2,5,15600000
50,2,1989,3,5,20000000
62,3,1978,1,5,20000000
90,3,2007,17,18,29000000
33,1,1977,4,4,11800000
61,2,2012,16,18,20800000
42,1,1993,9,9,11200000
53,2,1982,6,9,17800000
58,3,1978,3,5,22200000
59,2,2012,2,18,18700000
76,3,1979,4,9,25500000
35,1,1988,2,5,14300000
112,3,2016,6,8,59000000
65,3,2016,3,5,25025000
40,1,1989,8,9,13000000
46,2,1965,4,4,12500000
34,1,1991,2,5,17000000
43,2,1973,4,5,14800000
30,1,1965,2,4,11300000
96,2,2007,14,18,32000000
65,2,2011,17,18,23000000
48,2,1971,2,5,17300000
70,3,1980,3,5,36000000
40,1,1984,4,5,14500000
45,2,1971,3,4,16000000
42,2,1977,2,5,13500000
62,2,1987,2,5,20700000
44,2,1974,1,5,13000000
42,2,1970,4,4,12700000
45,2,1963,1,4,14850000
109,4,1996,2,9,43000000
38,1,1975,1,5,14500000
220,5,2007,9,14,107000000
40,2,1965,3,4,19500000
20,1,1972,3,4,5000000
58,3,1976,5,5,14800000
82,3,2008,10,10,22000000
82,3,2008,10,10,22000000
43,2,1983,4,5,14000000
42,1,2000,5,9,14800000
42,2,1938,3,3,11000000
59,3,1971,2,4,17500000
43,2,1975,5,5,14000000
45,2,1975,3,5,16500000
100,3,2012,10,12,33000000
58,3,1978,5,5,16000000
52,2,1987,5,9,18500000
58,3,1972,1,5,15900000
56,2,1989,4,5,18000000
145,3,2012,17,21,31500000
58,1,2009,8,9,17500000
58,3,1961,3,4,23500000
58,3,1968,1,4,16000000
60,2,1986,5,9,21700000
87,3,2012,8,15,30000000
100,3,2014,12,18,30500000
56,3,1974,1,5,16800000
42,2,1977,2,5,13500000
60,3,1970,2,4,18300000
43,2,1980,2,5,15350000
38,1,1984,5,5,12900000
57,3,1974,5,5,15000000
62,3,1968,4,4,17350000
41,1,1989,4,5,14000000
43,1,2012,14,21,14000000
61,3,1980,4,5,16350000
58,3,1973,3,5,17000000
44,2,1969,2,4,14500000
125,3,2013,9,13,29000000
33,1,1972,1,4,10000000
45,2,1966,4,4,13300000
45,2,1984,2,5,16000000
59,3,1978,2,5,17350000
34,1,1975,3,5,13800000
48,2,1979,4,5,16000000
44,2,1974,4,5,17000000
43,2,1965,1,4,14650000
65,3,1975,4,5,20300000
43,2,1980,4,5,15300000
126,3,2012,7,18,42000000
50,2,1963,2,3,14800000
57,3,1974,5,5,15000000
43,2,1979,4,5,15800000
60,3,1972,1,4,15350000
44,2,1978,4,5,15000000
40,2,1966,3,4,12500000
55,3,1984,5,5,13800000
42,2,1970,4,4,12700000
45,2,1973,5,5,14500000
55,3,1979,5,5,14900000
18,1,1956,2,2,4200000
44,2,1976,5,5,14000000
80,3,1980,2,5,31000000
43,2,1974,5,5,12500000
210,5,2016,5,12,171500000
53,2,1989,9,9,17850000
43,2,1978,5,5,13000000
42,2,1979,4,5,15500000
45,2,1966,4,4,13350000
43,2,1965,1,4,14800000
60,3,1980,4,5,19860000
67,3,1970,3,4,18500000
43,2,1978,5,5,13000000
43,2,1981,5,5,13800000
45,2,1962,4,4,13400000
43,2,1974,5,5,12000000
43,2,1974,1,5,14300000
57,3,1972,2,5,17350000
45,2,1981,5,5,14000000
45,2,1968,4,4,13200000
56,1,1980,2,9,22500000
43,2,1974,5,5,12500000
58,3,1974,4,5,16000000
60,3,1973,1,5,17850000
43,2,1974,5,5,12300000
45,2,1964,1,4,14800000
43,2,1971,4,4,14190000
38,2,1962,2,4,11850000
43,2,1976,5,5,12000000
40,2,1962,2,4,14000000
30,1,1980,4,5,10800000
62,3,1974,5,5,17500000
31,1,1989,4,4,9800000
31,1,1969,4,4,9300000
43,2,1975,4,4,14350000
43,2,1977,1,5,14800000
43,2,1966,4,4,13000000
43,2,1980,5,5,13100000
61,3,1972,3,4,19300000
52,2,1987,5,9,18500000
61,3,1978,5,5,17850000
45,2,1980,4,5,13800000
19,1,1956,2,3,5000000
35,1,1988,3,5,13800000
45,2,1973,5,5,14500000
43,2,1968,3,4,14300000
75,4,1973,4,5,21500000
62,3,1980,5,5,16900000
43,2,1975,5,5,14500000
52,2,1986,5,9,19000000
45,2,1974,5,5,13800000
332,6,2014,7,7,129200000
146,4,2014,7,7,80600000
224,4,2014,7,7,91000000
228,5,2014,7,7,92400000
43,2,1976,5,5,11800000
45,2,1970,2,4,14500000
230,5,2014,7,7,93300000
42,2,1973,1,4,13800000
127,3,1991,3,11,55000000
43,2,1976,3,5,15300000
75,4,1973,4,5,21500000
45,2,1976,1,5,14800000
96,4,1990,3,8,43000000
33,1,1978,1,5,11000000
33,1,1983,5,5,13400000
39,2,1977,2,5,14300000
72,3,1960,2,4,25000000
43,2,1979,5,5,14300000
25,1,1977,2,4,7500000
86,3,1971,5,5,24500000
43,2,1980,5,5,14000000
43,2,1979,5,5,17320000
33,2,1977,2,4,10000000
60,3,1974,5,5,19140000
95,3,2011,13,18,35200000
32,1,1971,1,4,10500000
53,2,1981,5,5,18800000
46,2,1976,5,5,11500000
64,3,1974,1,5,18350000
44,2,1967,3,4,12500000
71,3,2012,3,18,29500000
100,3,2007,12,21,30690000
55,2,1980,3,9,18560000
64,3,1974,6,9,24000000
46,2,1977,5,5,18000000
50,1,1975,8,8,18500000
19,1,1956,2,3,5000000
105,4,1971,2,5,57500000
43,2,1973,4,5,15350000
44,1,2012,1,18,15500000
62,2,2010,11,12,22000000
58,3,1971,1,5,30000000
98,3,1991,5,5,49950000
58,3,1963,3,5,16300000
115,2,2013,5,10,41580000
215,4,1957,3,3,78400000
43,2,1978,5,5,12000000
41,1,1987,9,9,9500000
65,3,1980,2,5,28350000
52,2,1987,5,9,18500000
56,3,1976,4,5,17600000
41,1,1988,9,9,10300000
62,2,1987,2,5,20700000
49,2,1978,5,5,16000000
61,3,1978,5,5,18500000
62,3,1977,4,5,22000000
100,4,1992,3,9,35990000
43,2,1980,3,5,13500000
62,2,1987,2,5,20700000
124,4,2003,6,7,48500000
100,4,1979,4,5,37000000
42,2,1979,2,5,15000000
107,4,1996,2,9,42000000
32,1,1978,2,5,16700000
40,1,1988,7,9,15000000
172,7,1995,9,10,55000000
58,2,1983,5,5,17000000
84,4,1989,3,5,24000000
53,2,1983,2,5,16000000
54,2,1980,4,7,18700000
83,4,1982,1,5,25500000
53,2,1990,2,5,16355000
65,3,1993,5,9,20000000
75,3,1986,2,9,25300000
60,3,1977,4,5,25000000
77,4,1978,4,5,36000000
86,2,2013,8,15,27500000
72,3,1986,7,9,23500000
56,3,1981,1,5,13600000
52,2,1983,4,5,18000000
40,2,1965,3,4,13000000
56,2,1977,4,7,19350000
60,2,1985,9,9,20500000
56,2,1985,4,9,19500000
35,1,1963,3,4,13500000
53,2,1980,8,9,18000000
56,2,1987,6,9,17600000
40,1,1980,9,9,13000000
51,2,1989,2,5,21800000
73,4,1968,2,4,23500000
53,2,1986,5,5,14700000
35,1,1963,3,4,13500000
50,2,1988,5,5,22500000
65,3,1985,4,5,18500000
99,3,2009,5,7,42000000
44,2,1977,1,5,14800000
18,1,1980,4,5,6300000
37,1,1966,3,4,14000000
43,2,1974,5,5,12700000
60,3,1984,2,5,19000000
64,2,1987,2,7,22000000
40,2,1963,3,3,13500000
54,2,1989,2,5,20500000
64,3,1989,7,9,28000000
43,2,1972,4,5,15000000
220,5,2016,5,15,155000000
83,3,2006,8,16,41600000
42,2,1973,1,4,13800000
45,1,2006,5,9,12000000
33,1,1971,5,5,10400000
43,2,1973,4,5,15000000
31,1,1978,1,5,10300000
72,3,1986,7,9,23500000
60,3,1983,4,5,20000000
33,1,1971,5,5,10800000
33,1,1974,1,5,10600000
44,2,1970,2,4,14800000
78,2,2005,12,22,62000000
58,3,1970,1,5,16300000
65,2,1986,6,6,12500000
30,1,1984,4,4,10600000
43,2,1976,3,5,15300000
31,1,1985,1,5,10400000
52,2,1985,4,5,15000000
42,2,1977,5,5,14300000
59,3,1977,4,5,22000000
69,3,1982,4,9,26000000
32,1,1970,3,5,10500000
43,2,1979,4,5,15600000
43,2,1979,4,5,16300000
73,3,1985,4,5,26500000
35,1,1966,3,4,11800000
43,2,1978,4,5,15000000
140,4,2008,9,22,130000000
42,2,1976,2,5,13500000
64,3,1974,1,5,18350000
75,3,1981,4,5,32500000
35,1,1988,2,5,13500000
43,2,1981,3,5,14300000
43,2,1969,4,5,14300000
72,3,1989,4,9,20900000
52,2,1975,5,5,18000000
43,2,1979,4,4,13000000
32,1,1970,3,5,10500000
44,2,1975,4,5,15300000
30,1,1985,1,5,10800000
52,2,1985,6,9,18800000
42,2,1970,4,4,12700000
45,2,1980,2,5,16300000
50,2,1991,3,5,24000000
80,2,1988,6,9,32000000
43,2,1975,5,5,12000000
80,4,1985,5,5,21000000
52,2,1981,4,5,18300000
44,2,1973,4,5,15300000
43,2,1974,5,5,12000000
70,3,1974,5,5,24000000
55,2,1975,2,9,19320000
136,3,2007,8,20,38800000
75,4,1978,1,5,26500000
48,2,1994,2,5,16800000
43,2,1976,5,5,11800000
45,2,1975,5,5,14500000
43,2,1978,2,5,15800000
45,2,1973,5,5,14800000
50,2,1968,4,4,18500000
36,1,1985,4,9,12500000
58,2,2007,11,18,18500000
56,3,1970,3,4,15500000
55,2,1973,2,5,18900000
48,2,1971,2,5,17500000
54,2,1960,4,4,18500000
45,2,1966,4,4,13350000
45,2,1980,4,5,16850000
57,2,1985,5,5,18000000
72,2,1960,1,2,28000000
43,2,1980,2,5,15350000
40,2,1966,3,4,12500000
54,2,1972,3,4,23500000
50,2,1969,2,4,18500000
45,2,1970,2,4,14850000
40,2,1963,4,4,15350000
43,2,1978,2,5,14850000
53,2,1985,5,5,15300000
70,3,1986,4,5,26500000
42,2,1983,1,5,14300000
36,2,1956,1,3,17500000
46,2,1968,4,4,17500000
43,2,1979,5,5,14300000
33,1,1978,2,5,10200000
75,2,2012,6,7,39480000
46,2,1973,4,4,13500000
42,1,1980,9,10,12000000
43,2,1981,3,5,14300000
84,4,1985,3,5,35000000
43,2,1978,2,5,15800000
31,1,1981,4,5,13200000
32,1,1978,2,5,10200000
32,1,1970,5,5,12000000
87,4,1984,5,5,27999999
13,1,1984,4,5,4300000
34,1,1974,2,5,13000000
64,3,1974,1,5,18350000
43,2,1975,5,5,14000000
55,2,1981,2,5,19500000
100,4,1995,2,9,39000000
59,3,1975,4,5,18700000
18,1,1979,3,5,4700000
80,4,1979,3,5,41000000
44,2,1973,3,5,15500000
22,1,1978,1,5,4600000
30,1,1985,1,5,10800000
33,1,1978,1,5,10900000
10,1,1978,5,5,3700000
42,2,1965,3,4,13300000
44,2,1969,3,4,13800000
65,2,1986,6,6,12500000
33,1,1975,2,5,10800000
30,1,1969,3,4,10800000
33,1,1978,1,5,10900000
31,1,1979,4,4,10500000
51,2,1981,5,5,16800000
30,1,1980,1,5,9800000
40,1,1978,9,9,12500000
73,3,1975,5,5,23500000
31,1,1974,2,5,10500000
76,4,1978,1,5,18500000
45,2,1981,5,5,13700000
143,3,2012,18,22,32500000
100,3,2012,8,18,27500000
60,2,1990,4,9,19000000
43,2,1965,2,4,13300000
33,1,1981,5,5,11300000
36,1,1987,2,5,13800000
38,1,1994,9,10,13000000
33,1,1980,4,5,11800000
43,2,1978,2,5,13800000
78,2,2007,8,22,59000000
43,2,1978,4,5,15000000
73,2,2007,3,20,23500000
110,4,2001,1,5,47000000
43,2,1980,2,5,14000000
42,2,1977,5,5,14300000
90,4,1966,3,4,32000000
43,2,1974,5,5,12500000
81,4,1977,2,5,29000000
43,2,1974,5,5,12000000
90,4,1966,3,4,32000000
45,2,1976,3,5,15300000
43,2,1976,3,5,14800000
44,2,1978,4,5,13000000
96,3,1976,5,7,39000000
58,3,1970,4,4,16500000
60,3,1977,4,5,20500000
72,3,1993,2,9,29000000
30,1,1975,5,5,9700000
42,2,1978,1,5,14000000
50,2,1979,4,5,20000000
58,3,1970,1,4,26300000
70,3,1990,4,5,20300000
60,2,2017,2,12,25268665
65,2,1968,2,4,26500000
140,3,2011,10,20,42000000
20,1,2014,4,9,8500000
50,2,1980,5,5,23500000
53,2,1985,2,9,19000000
63,2,1977,2,5,23000000
67,3,1990,5,6,26000000
74,3,1992,9,9,19500000
46,2,1975,4,5,16000000
64,3,1978,6,9,22000000
59,2,1996,8,9,23000000
187,6,2006,9,10,48000000
75,2,2013,12,12,22500000
87,3,1967,4,7,30000000
10,1,1978,5,5,3700000
62,2,1987,2,5,20800000
51,2,1982,4,5,20000000
52,2,1990,3,5,15000000
53,2,1989,1,5,20500000
88,3,2007,8,20,30500000
54,2,1983,5,5,14500000
60,2,1985,8,9,21500000
54,2,1984,1,5,14000000
68,3,1980,4,5,24900000
54,2,1980,3,5,18500000
91,4,1995,7,9,25000000
54,2,1985,3,9,17500000
53,2,1981,4,5,18500000
101,3,2009,4,15,44000000
87,3,2007,15,18,26800000
62,3,1980,5,5,16800000
57,2,2001,5,10,22300000
65,3,1981,4,5,19500000
90,2,2007,6,18,27000000
63,3,1984,1,5,20500000
62,3,1978,5,5,16500000
53,2,1982,7,9,17500000
62,2,2012,6,18,25200000
32,1,1978,4,5,10500000
40,2,1963,2,4,14000000
70,3,1986,8,9,25000000
39,1,1985,1,5,11613000
62,2,1984,17,18,22444000
61,3,1976,1,5,21000000
62,3,1990,1,9,19638942
55,2,1979,1,5,22000000
105,3,2006,5,12,37300000
56,3,1972,3,4,15179136
35,2,1970,3,5,14700000
100,3,2008,5,11,35500000
68,2,2012,8,18,21500000
39,2,1965,3,4,12500000
70,3,1974,5,5,23000000
43,2,1976,5,5,12000000
54,2,1978,3,7,15500000
43,2,1976,5,5,11500000
125,3,2008,3,18,50000000
130,3,2012,2,9,50000000
133,3,2008,2,13,57000000
35,1,1988,2,5,13700000
72,2,2012,2,18,23000000
90,3,1975,5,5,55000000
56,2,2011,9,21,20000000
56,2,2014,5,18,17500000
83,2,2006,2,8,49000000
64,2,2014,6,9,24000000
124,4,2003,6,7,48000000
41,2,1984,2,5,20000000
83,3,2015,6,9,27500000
65,3,1965,1,5,23000000
49,2,1972,4,4,19500000
40,1,1989,7,9,13000000
32,1,1976,1,5,10500000
59,3,1970,1,4,17300000
58,3,1992,5,5,16000000
70,3,1976,3,9,32000000
67,3,1978,5,5,21400000
70,2,2012,7,18,25500000
38,1,1986,1,9,13000000
55,3,1974,2,5,16000000
30,1,1978,2,4,11500000
147,4,1985,7,9,55000000
43,2,1983,3,5,20000000
145,5,1986,7,9,55000000
70,3,1977,4,5,25500000
52,2,1982,4,5,16500000
53,1,2015,4,15,14000000
53,2,1980,5,5,18500000
70,2,2017,3,15,30000000
58,2,1958,3,3,17800000
92,2,2008,10,18,45000000
76,4,1981,3,5,22500000
140,4,2007,20,20,48000000
114,3,2008,2,20,43000000
64,3,1973,1,4,18700000
42,1,1980,5,9,14500000
40,1,1980,5,9,16500000
61,2,2012,10,18,19500000
68,3,1992,1,6,25000000
13,1,1979,3,5,4700000
40,1,1986,3,9,12500000
33,1,1969,2,4,13500000
43,1,1973,5,5,18500000
127,3,2011,3,9,35490000
90,3,2007,3,18,30000000
92,3,2015,10,15,40000000
70,3,1980,5,5,24000000
34,1,1985,5,5,11900000
114,3,2011,7,9,43000000
75,3,1987,5,9,28000000
160,5,1981,4,5,57000000
59,3,1979,5,5,18000000
34,1,1987,4,5,12500000
49,2,1980,4,5,23500000
120,3,2008,4,13,67000000
56,2,1986,9,9,25000000
65,3,1983,4,5,20000000
89,3,2016,5,12,25060000
59,2,2015,2,12,16660000
91,3,2015,5,12,25592000
92,3,2015,5,12,25788000
56,2,2016,8,15,15624000
42,2,1977,5,5,17000000
172,4,2015,3,10,67940000
75,3,1985,2,9,31000000
60,1,2007,12,20,16000000
40,1,1986,5,9,12400000
72,3,1986,8,9,25500000
63,3,1987,1,5,17600000
89,2,2007,13,20,32000000
47,1,2002,1,9,11500000
65,3,1977,4,5,30000000
58,3,1972,5,5,22500000
73,4,1973,4,5,22400000
71,2,2011,12,18,20800000
62,2,1986,5,5,26000000
89,1,1987,2,9,37000000
45,2,1981,9,9,25000000
50,2,1985,4,5,14800000
73,3,2017,6,10,26739900
51,2,1960,2,4,19600000
70,3,1980,3,5,31000000
43,2,1977,3,5,14500000
35,1,1987,5,5,11300000
50,2,1986,4,5,17000000
59,3,1982,5,5,16000000
90,2,1997,5,18,45000000
60,3,1977,4,5,20500000
57,3,1953,1,2,14000000
84,3,2006,4,9,25000000
65,3,1978,3,5,22000000
40,1,1988,2,5,15500000
84,4,1982,1,5,25500000
81,3,2011,18,20,32000000
57,2,2012,13,21,20500000
33,1,1979,4,5,9900000
72,3,1989,4,9,20900000
42,2,1975,5,5,17500000
42,1,1991,4,9,11900000
38,1,1994,8,9,12800000
59,3,1971,2,4,16300000
70,3,1995,5,9,24500000
76,4,1978,1,5,19000000
44,2,1963,2,4,15000000
64,3,1984,1,5,18500000
77,4,1984,11,12,22000000
48,2,1989,4,5,16300000
95,3,1978,5,7,40260000
84,3,2012,9,10,24000000
67,3,1989,1,5,31000000
90,4,1963,4,4,34000000
120,3,2015,9,10,60000000
42,1,1969,1,4,22300000
65,3,1986,8,9,24500000
57,3,1985,5,5,23000000
44,2,1978,4,5,16500000
64,2,1987,2,4,24000000
53,2,1983,5,5,14800000
47,2,1994,2,5,16000000
75,3,1981,4,5,295000000
85,2,2010,4,15,20000000
85,3,2010,4,15,20000000
40,1,1988,8,9,17000000
26,1,1976,3,5,6000000
57,3,1975,5,5,15300000
63,3,1980,5,5,21860000
44,2,1970,1,4,18000000
48,2,1989,4,5,17500000
60,3,1975,1,5,18000000
39,1,1988,2,5,17000000
45,1,1993,3,9,19400000
34,1,1981,5,5,13500000
49,2,2015,6,13,20000000
73,3,1962,2,4,29900000
94,4,1932,2,3,40600000
30,1,1960,2,4,18800000
59,2,1979,2,5,18500000
60,3,1977,4,5,20500000
51,2,1981,5,5,35000000
65,2,2017,10,10,19250000
10,1,1981,1,4,4300000
10,1,1981,1,4,4300000
33,1,1979,4,5,9900000
72,3,2017,4,10,26932000
53,2,1938,3,3,25000000
66,2,2017,4,10,23885400
193,3,2008,5,13,110000000
193,5,2008,5,13,110000000
193,4,2008,5,13,110000000
65,3,1977,3,5,19500000
44,1,2001,7,9,12900000
60,3,1981,1,5,17500000
54,2,2006,3,15,18600000
65,3,1986,8,9,23700000
115,3,2012,6,8,59000000
